"","Title","Authors","Abstract","Published.Year","Journal","Volume","Issue","Pages","Accession.Number","DOI","region"
"51","Food Waste in Urban Zimbabwe: Options for Food Recycling","Kanonhuhwa, T. N.; Chirisa, I.","As part of the global world agenda to reduce extreme poverty and hunger, many countries are faced with the need to reduce food waste through recycling and reuse. Zimbabwe is no exception, as motivated by the Sustainable Development Goals of 2015 which aims at attaining zero hunger by 2030 and the New Urban Agenda which envisions that cities and huan settlements must provide access to quality services in the form of food nutrition and security. Through Zimbabwe’s regulatory framework, the Environmental Management Act and the Urban Councils Act, have been used as tools to promote food waste reuse and recycling hence, the reduction in food waste through recycling at household and even at commercial levels. However, local authorities suffer from a lack of capacity to effectively collect waste hence, the need to effectively deal with issues regarding food waste from the household level. Furthermore, the COVID-19 pandemic has also threatened food security in the African region and hence, the need to effectively maximise on food recycling and reuse measures. The chapter concludes that food waste recycling and reuse are an essential component for urban environments to thrive excellently, as this does not only cut on food waste to guarantee food security for the poor, but also promotes healthier and cleaner working and living environments for the populace. © 2021, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",2021,"Advances in 21st Century Human Settlements","","","87-102",NA,"10.1007/978-981-16-0305-1_6","Africa"
"52","Covid-19 impact on Zimbabwean agricultural supply chains and markets: A sustainable livelihoods perspective","Rukasha, T.; Nyagadza, B.; Pashapa, R.; Muposhi, A.","The purpose of the article is to analyse the impact of COVID-19 on the agricultural supply chains and markets in Zimbabwe and subsequent effect on livelihoods. The research methodology that was applied is a systematic literature survey anchored on inductive research approach. This article is based on the systematic review of secondary data sources, such as journals, policy reports, as well as reports from national and international organizations. The review involved a predetermined and comprehensive approach of searching, analyzing and synthesizing extant literature on agricultural supply chains. In general, the pandemic has affected the whole supply chain from the food production systems and input supply, the storage and distribution, processing and packaging as well as the retail and marketing aspect. The research showed that the COVID-19 pandemic severely threatens an already critical food security situation arising mainly from the prevailing poor macroeconomic conditions and consecutive years of drought in Zimbabwe. This has led to a higher than previously anticipated food insecure population, especially in urban centers. Over 70% of the workers are self-employed and a vast majority operate in the informal sector. The informally employed represent a significant breadwinner constituency, whose dependents comprise vulnerable sections of the populace. The restrictions on mobility and the closure of borders meant immediate loss of employment and income. The study revisited the previous viruses such as Ebola to extrapolate though marginally, the implications of the COVID-19 pandemic. Using secondary sources and the general agriculture supply chain to guide understanding, the findings show that unless measures are put in place to safeguard farmers especially smallholder activities in Zimbabwe, COVID-19 has the potential to reproduce the same catastrophic implications created by Ebola in West Africa countries where peasant food systems where shattered and livelihoods strategies maimed. © 2021 The Author(s). This open access article is distributed under a Creative Commons Attribution (CC-BY) 4.0 license.",2021,"Cogent Social Sciences","7","1","",NA,"10.1080/23311886.2021.1928980","Africa"
"53","The Covid-19 Pandemic: Limited Water Access and the Precarity of Women Fishers at Lake Kariba, Zimbabwe","Nhiwatiwa, T.; Matanzima, J.","Man-made reservoirs are constructed to meet certain purposes and Lake Kariba, Zimbabwe, was designed for hydroelectric power generation. However, it has developed other multiple uses, and the growth of fisheries on the lake has had a significant impact on the livelihoods of local communities. The declaration of Covid-19 as a pandemic in Zimbabwe in March 2020 was quickly followed by the imposition of national lockdowns with varying levels of severity up to the present day. This was done to curtail the spread of the disease, meanwhile enhancing the nation’s capacity in terms of acquiring testing kits, constructing more admission and quarantine centres as well as educating the people about ways to keep safe. In response to the calls by the government to monitor the movement of people and compliance of the lockdown rules, the Zimbabwe National Parks and Wildlife Management Authority (ZNPWMA), the governing body of the Lake Kariba fisheries, imposed rules that have significantly impacted the fishing communities at Lake Kariba. Both gillnet fishers and rod and line fishers have been impacted, but our focus here is on women rod and line fishers. Using the precarious livelihoods conceptual frameworks, we show how the changes in water management during the Covid-19 pandemic lockdowns has generated high levels of precariousness on the livelihoods of women at Kariba. We define precariousness as the condition of uncertainties brought to the women fishers by changes in water restrictions. The precarity of women was induced by several factors. For instance, the women fishers reported that restrictions to accessing fish in areas with high catches impacted them. They are also now obliged to pay exorbitant fishing fees in a way to discourage them to fish; they were frequently chased away from the Lake by ZNPWMA officers; they had limited amount of time to fish due to curfews; and failure to comply results in heavy fines imposed on them among other challenges. We show how these challenges interact with the current Zimbabwe socio-economic crisis to worsen the precariousness and vulnerability of women fishers at Lake Kariba. Data presented in this manuscript are based on participant observation and interviews with women fishers at Lake Kariba. © The Author(s) 2022.",2022,"Journal of Asian and African Studies","","","",NA,"10.1177/00219096211069641","Africa"
"54","'COVID-19/Food Insecurity Syndemic': Navigating the Realities of Food Security Imperatives of Sustainable Development Goals in Africa","Ezirigwe, J.; Ojike, C.; Amechi, E.; Adewopo, A.","The current coronavirus disease 2019 (COVID-19) pandemic is impacting on food systems and has exposed the poor state of food security and lack of food system infrastructures. Consequently, sub-Saharan Africa countries face the compounded risk of COVID-19 and hunger. The syndemic will pose serious challenges for achieving food security imperatives of the Sustainable Development Goals (SDGs) by 2030. This article discusses the dynamics of food security imperatives brought about by COVID-19 pandemic. It examines the mitigating efforts of sub-Saharan African governments in addressing COVID-19 and how this effort impacts the attainment of SDGs One, Two, Three and 12. It finds that while the pandemic provides an opportunity for governments to strengthen their commitments, it raises questions on the ambitious global efforts to deliver SDGs by 2030. It recommends that African governments need to maximize intra-African trade with investments in agricultural biotechnological infrastructure in order to close the gap between the targets and the realities, in the efforts towards achieving the SDGs. © 2020 Walter de Gruyter GmbH, Berlin/Boston 2020.",2021,"Law and Development Review","14","1","129-162",NA,"10.1515/ldr-2020-0071","Africa"
"55","Nourishing nations during pandemics: why prioritize fish diets and aquatic foods in Africa","Khan, A.; Ahmed, S. M.; Sarr, C.; Kabore, Y.; Kahasha, G.; Bangwe, L.; Odhiambo, W.; Gahunga, N.; McLean, B.; Diop, H.; Moepi, H.; Seisay, M.; Tall, A.; Dejen, E.; Hlatshwayo, M.; Lartey, A.; Sanginga, P.; Gueye, N.; Amousso, A.; Bamba, A.; Hambayi, M.; Kamal-Deen, A.; Karisa, H.; Fregene, B.; Siamudaala, V.; Thilsteld, S. H.","The COVID-19 pandemic caught the world unprepared, with containment measures impacting both global supply chains and agri-commodity flows. The public health crisis raised some urgent questions: “how can fish and other aquatic foods and supply chains be prioritized as health-related interventions to avert both a malnutrition crisis and gender inequality?” Furthermore, “what are the integrated responses, investment opportunities, and governance mechanisms to effectively address the pandemic?” As “super foods,” diets of fish and aquatic foods provide animal-source protein, omega-3 fatty acids, and micronutrients, including both vitamins and minerals, necessary for both the ill and the healthy. The affordability and accessibility of fish could address food and nutrition security needs under lockdown and border closures, boost immune systems, and increase commodity trade. This analytical piece focuses on the continent of Africa, where malnutrition is pervasive, but also where local aquatic food supplies can be utilised during lockdowns and border closures. The paper provides governance insights on national budget support programs and portfolio restructuring to strengthen local aquatic foods production systems to meet dietary needs. Furthermore, the authors advocate for a coordinated multi-sectoral intervention across several well-being domains in the immediate and medium-term involving various partnerships. These integrated responses will mutually limit the contagion while providing support to functional fish value chains for healthy diets, livelihoods, cross-border trade, and long-term macroeconomic recovery. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",2021,"Maritime Studies","20","4","487-500",NA,"10.1007/s40152-021-00236-z","Africa"
"56","Re-imagining resilient food systems in the post-covid-19 era in africa","May, J.; Mentz-Coetzee, M.","The COVID-19 pandemic heightened awareness that serious illness and injury are common and important shocks that result in food insecurity, the loss of livelihoods, and unsustainable coping strategies. These have significant negative impacts on welfare, especially for the poorest, driving up health care expenditure, reducing capabilities for productive and reproductive activities, and decreasing capacity to manage climate and other changes. These negative impacts are especially pertinent for countries in Africa where the high prevalence of communicable diseases such as HIV/AIDS and malaria have resulted in repeated health shocks. Unusually, the prevalence of these illnesses results in their impact being similar to those of covariate shocks, increasing the risk of poverty for entire communities and reducing options for coping strategies. Livelihood disruptions arising from the COVID-19 pandemic may have similar consequences for African food systems. The pandemic is likely to exacerbate existing dynamics of risk and introduce new and unanticipated changes to food systems. Although the initial focus of governments has been on public health interventions, preserving and growing resilient food systems is critical if livelihoods are to be protected. This paper discusses the implications of these evolving forms of risk and uncertainty for sustainable African food systems, reflecting on lessons from other systemic shocks. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",2021,"Sustainability (Switzerland)","13","19","",NA,"10.3390/su131910752","Africa"
"57","Changing route: Common action on food systems transformation in the mediterranean","Ridolfi, R.; Dernini, S.; Morrison, J.; Mathiesen, Á M.; Capone, R.","The Coronavirus pandemic has revealed the fragility of our food systems, affecting all dimensions of food security and nutrition across the world. It has highlighted how deeply our world is interconnected and the importance of better recognising and understanding the interconnections that are intrinsic to these systems and their key role in pursuit of the SDGs of the 2030 Agenda. There is now, more than ever, a stronger need for a “route change” towards a common action on food systems transformation. Dialogues among all stakeholders to redesign the future of tomorrow’s food systems are needed to trigger collective, multi-stakeholder actions on the ground, at local, regional and global level, towards more sustainable food systems, linking sustainable food production to more healthy and sustainable food consumption. In this context CIHEAM, FAO, and the Union for the Mediterranean Secretariat (UfMS) initiated in 2019, a joint collaborative effort for the establishment of a multi-stakeholder platform on Sustainable Food Systems in the Mediterranean to accelerate the shift towards the Agenda 2030 in the Mediterranean region, with the Mediterranean diet acting as a driver. © 2020, Bononia University Press. All rights reserved.",2020,"New Medit","19","3","119-128",NA,"10.30682/nm2003h2","Africa"
"58","Impacts of COVID-19 on people’s food security: Foundations for a more resilient food system","Béné, Christophe; Bakker, Deborah; Rodriguez, Monica Chavarro; Even, Brice; Melo, Jenny; Sonneveld, Anne","",2021,"","","","",NA,"","Africa"
"59","The impact of COVID-19 on fisheries and aquaculture - A global assessment from the perspective of regional fishery bodies","","",2021,"","","","",NA,"","Africa"
"60","The impact of COVID-19 on fisheries and aquaculture – A global assessment from the perspective of regional fishery bodies","","",2020,"","","","",NA,"","Africa"
"61","Dietary Changes and Anxiety during the Coronavirus Pandemic: Differences between the Sexes","Boaz, M.; Navarro, D. A.; Raz, O.; Kaufman-Shriqui, V.","The SARS-CoV-2 (COVID-19) pandemic has been associated with both increased anxiety, deterioration in diet and weight gain. These associations may differ by sex. The present report examines differences by sex in diet quality in order to determine whether associations between diet and psychological stress during the initial phase of the COVID-19 pandemic differed by sex. This online study is available internationally in seven languages. The Mediterranean Diet Score was used to measure diet quality, while the General Anxiety Disorder 7-point scale (GAD-7) was used to measure anxiety. Findings were compared by self-reported sex (male vs. female). A total of 3797 respondents provided informed consent and met eligibility criteria, of whom 526 women were omitted due to being pregnant or six months or less post-partum, or due to reproductive status not being reported. Thus, 3271 individuals are included in the present report, of whom 71.2% were women. The median age of women was 30 (interquartile range (IQR) = 16) years vs. 31 (IQR = 19) years, p = 0.079. The median diet quality score was 9 (IQ = 3) in both women and men (p = 0.75). Despite the overall similarity in diet score, several components of the score differed significantly by sex. Women reported consuming significantly more olive oil, daily servings of vegetables, and weekly servings of sweet baked goods. Men reported consuming significantly more sweetened/carbonated drinks, red meat, alcohol, legumes, and hummus/tahini. Women reported a GAD-7 score of 6 (IQR = 8), while men reported 3 (6), p < 0.001. An inverse association was detected between the Mediterranean diet score and the GAD-7 score in both women (rho = -0.166, p < 0.001) and men (rho = -0.154, p < 0.001), and the correlation coefficients did not differ by sex (p = 0.76). Mediterranean diet score and age both reduced the odds of elevated anxiety (GAD-7 ≥ 10), while female sex, deterioration of diet quality during the outbreak, unemployment, and completing the survey in English increased the odds of this outcome. During the COVID-19 lockdowns, overall diet quality did not differ by sex; however, some differences by sex in components of the total score were detected. Moderate to severe anxiety was positively associated with female sex and poorer diet quality even after controlling for age, employment status, and the language in which the survey was performed.",2021,"Nutrients","13","12","",34959744,"10.3390/nu13124193","Africa"
