"","Title","Authors","Abstract","Published.Year","Journal","Volume","Issue","Pages","Accession.Number","DOI","region"
"66","Lockdown: How the COVID-19 Pandemic Affected the Fishing Activities in the Adriatic Sea (Central Mediterranean Sea)","Russo, E.; Anelli Monti, M.; Toninato, G.; Silvestri, C.; Raffaetà, A.; Pranovi, F.","The coronavirus disease 2019 (COVID-19) has brought a global socio-economic crisis to almost all sectors including the fishery. To limit the infection, governments adopted several containment measures. In Italy, Croatia, and Slovenia, a lockdown period was imposed from March to May 2020, during which many activities, including restaurants had to close or limit their business. All of this caused a strong reduction in seafood requests and consequently, a decrease in fishing activities. The aim of this study is to investigate the effects of the COVID-19 in the Northern and Central Adriatic fleet, by comparing the fishing activities in three periods (before, during, and after the lockdown) of 2019 and 2020. The use of the Automatic Identification System (AIS) data allowed us to highlight the redistribution of the fishing grounds of the trawlers, mainly located near the coasts during the 2020 lockdown period, as well as a reduction of about 50% of fishing effort. This reduction resulted higher for the Chioggia trawlers (−80%) and, in terms of fishing effort decrease, the large bottom otter trawl was the fishing segment mainly affected by the COVID-19 event. Moreover, by analysing the landings of the Chioggia fleet and the Venice lagoon fleets, it was possible to point out a strong reduction both in landings and profits ranging from −30%, for the small-scale fishery operating at sea, to −85%, for the small bottom otter trawl. © Copyright © 2021 Russo, Anelli Monti, Toninato, Silvestri, Raffaetà and Pranovi.",2021,"Frontiers in Marine Science","8","","",NA,"10.3389/fmars.2021.685808","Europe"
"67","COVID-19 lockdowns reveal the resilience of Adriatic Sea fisheries to forced fishing effort reduction","Coro, G.; Tassetti, A. N.; Armelloni, E. N.; Pulcinella, J.; Ferrà, C.; Sprovieri, M.; Trincardi, F.; Scarcella, G.","The COVID-19 pandemic provides a major opportunity to study fishing effort dynamics and to assess the response of the industry to standard and remedial actions. Knowing a fishing fleet's capacity to compensate for effort reduction (i.e., its resilience) allows differentiating governmental regulations by fleet, i.e., imposing stronger restrictions on the more resilient and weaker restrictions on the less resilient. In the present research, the response of the main fishing fleets of the Adriatic Sea to fishing hour reduction from 2015 to 2020 was measured. Fleet activity per gear type was inferred from monthly Automatic Identification System data. Pattern recognition techniques were applied to study the fishing effort trends and barycentres by gear. The beneficial effects of the lockdowns on Adriatic endangered, threatened and protected (ETP) species were also estimated. Finally, fleet effort series were examined through a stock assessment model to demonstrate that every Adriatic fishing fleet generally behaves like a stock subject to significant stress, which was particularly highlighted by the pandemic. Our findings lend support to the notion that the Adriatic fleets can be compared to predators with medium-high resilience and a generally strong impact on ETP species.",2022,"Sci Rep","12","1","1052",35058546,"10.1038/s41598-022-05142-w","Europe"
"68","Relationship in dietary habits variations during COVID-19 lockdown in Kosovo: The COVIDiet study","Sulejmani, E.; Hyseni, A.; Xhabiri, G.; Rodríguez-Pérez, C.","Changes in dietary habits and association with lifestyle during the coronavirus disease 2019 (COVID-19) lockdown in the Kosovo population have not been studied yet. Therefore, the intent of the present study was to determine whether if COVID-19 lockdown had any impact in lifestyle, including dietary habits and physical activity (PA) patterns of people from different areas of Kosovo. Dietary habits, PA, body weight and sociodemographic variables were measured through validated online survey started one week after lockdown decision and lasted for next two month (May and June 2020). Six hundred eighty-nine participants (women 79% and men 21%) aged between 20 and 65 years from the Kosovo territory participated in the research. Multivariate models showed that participants in family home residence, participants from Gjilan, participants female and participants with professional educations reported a higher likelihood of turning into a higher adherence to the Mediterranean diet (MedDiet) (OR: 6.09, 5.25, 5.17, 4.19, respectively). The weight gained during the lockdown was positively associated with a higher cooking frequency (OR; 2.90, p < 0.01), lower meat and fish consumption (OR; 1.15, p = 0.02; OR; 1.04, p = 0.04, respectively), higher fast-food consumption (OR; 0.49, p = 0.02) and no physical activity performance (OR; 0.43, p = 0.02) during the COVID-19 lockdown. The dietary habits during COVID-19 lockdown could be related to the improvements in adherence to the MedDiet and physical activities that may minimize related health complications.",2021,"Appetite","164","","105244",33848591,"10.1016/j.appet.2021.105244","Europe"
"69","Case Study: Free Lunch Meals Provision during the Remote Learning Conditions","Beitane, I.; Kruma, Z.; Kince, T.; Sabovics, M.; Iriste, S.; Muizniece-Brasava, S.; Bujaka, J.; Strode, S.; Ciprovica, I.","School meals for grade 1 to 4 pupils in Latvia are financed by the government, but with the onset of the COVID-19 pandemic in March 2020, and following the remote learning process, there were problems related to the delivery of these meals for pupils. The current situation in Latvia has been exacerbated again due to the spread of the pandemic; there is a great necessity to find well-thought-out solutions to ensure school lunches outside the school. The aim of this study was to develop recommendation-based one-week food packs for grade 1 to 4 pupils, providing the necessary amount of nutrients and energy. Four food packs were designed to provide five-day lunch meals for pupils, preparing a warm lunch at home. Protein, fat, saturated fatty acids, carbohydrates, sugar, dietary fiber, sodium, salt and calcium content of meals were analyzed according to standard methods. During the project, the most appropriate solution for food packs was explored. The four designed food packs will provide support to municipalities, because the composition of food packs complies with the nutrition and energy value regulation and does not exceed the planned budget. Parents will receive the developed recipe book in addition to a one-week food pack.",2021,"Nutrients","13","2","",33673240,"10.3390/nu13020605","Europe"
"70","Parents' Experiences Regarding School Meals during the COVID-19 Pandemic","Beitane, I.; Iriste, S.; Riekstina-Dolge, R.; Krumina-Zemture, G.; Eglite, M.","The onset of the COVID-19 pandemic required not only the reorientation of learning to remote form but also a change in the form of state-funded school lunches. One of the forms of school catering allowance was food packs, which obligated parents to prepare a warm lunch for the pupil from products included in food packs. As the responsibility for providing a warm lunch for the pupil was transferred to the parents, it was important to understand the parents' experience. The survey was used to gather parents' experiences of school catering allowance received during the pandemic using survey administration software-Google forms; 5166 respondents from different regions of Latvia took part in the survey. The school catering allowance in the form of food packs (83.7%) can be considered successful as over 70% of respondents rated it as positive, giving a rating of 7 (good) or above. Parents from Vidzeme and Latgale had the most positive experience with food packs. The parents appreciated the support they received, stating that it provided a certain sense of security during the crisis. Parental dissatisfaction was related to the composition of food packs, lack of local products and unacceptable products, such as canned meat and fish.",2021,"Nutrients","13","12","",34959766,"10.3390/nu13124211","Europe"
"71","Exploring food shopping, consumption and waste habits in North Macedonia during the COVID-19 pandemic","Bogevska, Z.; Berjan, S.; Bilali, H. E.; Sadegh Allahyari, M.; Radosavac, A.; Davitkovska, M.","Household food waste (FW) has huge environmental and socio-economic impacts. During the COVID-19 pandemic, a survey was carried out in North Macedonia to explore perceptions and attitudes towards FW at the household level. A self-administered questionnaire was available online from 15th of May until June 30, 2020 and the sample size was 754. A very high percentage of the respondents (94.16%) expressed a high awareness of food waste and declared to worry about this issue trying to avoid food waste as much as possible. Moreover, the results showed that 41.38% of the respondents think to waste a low amount of food while 27.98% state not to throw almost anything. Meanwhile, 52.39% of the respondents believe that they do not throw away food that is still consumable. About 22.54% of them think to throw less than 250 g followed by those who think to throw between 250 and 500 g (18.04%). The survey showed that the most wasted food groups are cereals and bakery products, fruit, vegetables, and milk and dairy products. Concerning economic value, most of the respondents (53.18%) believe to spend less than 5 EUR on food wasted while 42.04% of them think to spend between 5 and 25 EUR. Regarding shopping behaviour during COVID-19, only about a half of the respondents (48.28%) stated to go shopping like they used to do. The respondents declared that they have bought during COVID-19 more vegetables (72.30%) and fruits (68.60%), which might imply that they are moving towards healthier diets. It seems that food wastage has increased during the COVID-19 for about a third of the respondents (34.70%). The survey showed that the COVID-19 pandemic affected food purchase, wastage and consumption behaviours in North Macedonia. Such a finding should inform future policies and initiatives relating to agriculture, food and health during the recovery period. © 2021 Elsevier Ltd",2021,"Socio-Economic Planning Sciences","","","",NA,"10.1016/j.seps.2021.101150","Europe"
"72","To fear the unknown: Covid-19 confinement, fear, and food choice","Gómez-Corona, C.; Ramaroson Rakotosamimanana, V.; Sáenz-Navajas, M. P.; Rodrigues, H.; Franco-Luesma, E.; Saldaña, E.; Valentin, D.","The coronavirus outbreak in December 2019 completely changed the dynamic of consumption in different sectors of industry. The food and beverage industries have been profoundly affected, from production, to modifications in consumers' choices. Among the different reasons behind those modifications is confinement, which forces consumers to stay at home for an extended period and just go out to perform essential tasks, such as going to the supermarket. We hypothesized that this new dynamic of consumption could create a situation of fear that changes food choice. To test this hypothesis, two studies were conducted in three countries with a different degree of confinement: Mexico (flexible), Spain (strict), and Peru (hard). Study one consisted of a free association task with 60 participants in each country with the inductor word ""coronavirus and food"". The different associations served as the basis to build a structured questionnaire, which was used in the second study focused on fear and food choice. The second study was applied to 450 participants in the same three countries. Results showed that fear can be separated into nine dimensions: social, emotional, food supply, government, basic needs, food-delivery, overeating, immunity, and family conflicts. The participants could also be clustered into four different groups that differ in their country of origin and sex, but also in their food choice. Overall, the results showed that fear influenced consumer's food choices during a confinement period.",2021,"Food Qual Prefer","92","","104251",34840438,"10.1016/j.foodqual.2021.104251","Europe"
"73","The covid-19 pandemic and the eu agri-food sector: Member state impacts and recovery pathways","Gonzalez-Martinez, A. R.; Jongeneel, R.; Salamon, P.; Zezza, A.; De Maria, F.; Potori, N.","This paper investigates the effects of three different simulated post-COVID-19 recovery GDP growth rates during 2021-2023 (baseline, optimistic and pessimistic scenarios) for agricultural markets in four selected EU Member States (the Netherlands, Germany, Italy, and Hungary) compared to a pre-COVID-19 projection. Empirical results are derived from the AGMEMOD model. A self-sufficiency ratio is utilised to summarise the net effects on consumption and supply in the agricultural markets. The country level analysis confirms that the agriculture sector in the EU has been quite resilient during the pandemic. The simulated impacts of the different GDP shocks on the agri-food sector are limited, which also conforms to reality, but changes in consumer behaviour could lead to longer lasting impacts on specific sectors. © 2021, NAIK Research Institute of Agricultural Economics. All rights reserved.",2021,"Studies in Agricultural Economics","123","3","153-158",NA,"10.7896/j.2215","Europe"
"74","Measuring Sound at a Cold-Water Coral Reef to Assess the Impact of COVID-19 on Noise Pollution","De Clippele, L. H.; Risch, D.","This study compares the noise levels at the cold-water coral Tisler reef, before and after the closure of the border between Norway and Sweden, which occurred as a direct result of the COVID-19 pandemic. The Tisler reef is a marine protected area located under a ferry “highway” that connects Norway and Sweden. Cold-water coral reefs are recognised as being important hotspots of both biodiversity and biomass, they function as breeding and nursing grounds for commercially important fish and are essential in providing ecosystem functions. Whilst studies have shown that fishery, ocean warming, and acidification threaten them, the effects of noise pollution on cold-water coral reefs remains unstudied. To study the severity of noise pollution at the Tisler reef, a long-term acoustic recorder was deployed from 29 January 2020 until 26 May 2020. From 15 March COVID-19 lockdown measures stopped passenger vessel traffic between Norway and Sweden. This study found that the overall noise levels were significantly lower after border closure, due to reduced ferry traffic, wind speeds, and sea level height. When comparing the median hourly noise levels of before vs. after border closure, this study measured a significant reduction in the 63–125 Hz 1/3 octave band noise levels of 8.94 ± 0.88 (MAD) dB during the day (07:00:00–19:59:59) and 1.94 ± 0.11 (MAD) dB during the night (20:00:00–06:59:59). Since there was no ferry traffic during the night, the drop in noise levels at night was likely driven by seasonal changes, i.e., the reduction in wind speed and sea level height when transitioning from winter to spring. Taking into account this seasonal effect, it can be deduced that the COVID-19 border closure reduced the noise levels in the 63–125 Hz 1/3 octave bands at the Tisler reef by 7.0 ± 0.99 (MAD) dB during the day. While the contribution of, and changes in biological, weather-related and geophysical sound sources remain to be assessed in more detail, understanding the extent of anthropogenic noise pollution at the Tisler cold-water coral reef is critical to guide effective management to ensure the long-term health and conservation of its ecosystem functions. © Copyright © 2021 De Clippele and Risch.",2021,"Frontiers in Marine Science","8","","",NA,"10.3389/fmars.2021.674702","Europe"
"75","Impacts of reduced deposition of atmospheric nitrogen on coastal marine eco-system during substantial shift in human activities in the twenty-first century","Mumtaz, F.; Arshad, A.; Mirchi, A.; Tariq, A.; Dilawar, A.; Hussain, S.; Shi, S.; Noor, R.; Noor, R.; Daccache, A.; Siddique, M. A.; Bashir, B.; Li, L.; Wang, D.; Tao, Y.","The novel infectious disease (COVID-19) took only a few weeks from its official inception in December 2019 to become a global pandemic in early 2020. Countries across the world went to lockdown, and various strict measures were implemented to reduce the further spread of the infection. Although, the strict lockdown measures were aimed at stopping the spread of COVID-19, however, Its positive implications were also observed for the environmental conditions across the global regions. The present study attempted to explore the eco-restoration of coastal marine system in response to reduced deposition of atmospheric nitrogen (NO2) emission during the substantial shift in human activities across the global metropolitan cities. Remotely data of NO2 emission were taken from Ozone Monitoring Instrument and the coastal water quality along the marine system was estimated from MODIS-Aqua Level-3 using Semi-Analytic Sediment Model (SASM). The changes in tropospheric NO2 in 2020s were also compared with the long-term average changes over the baseline period 2015 − 2019. A significant reduction in anthropogenic mobility (85 − 90%) has been observed in almost all countries over different places, especially grocery, parks, workplaces, and transit stations. A massive reduction in tropospheric NO2 was detected in Wuhan (53%), Berlin (42%), London (41%), Karachi (40%), Paris (38%), Santiago (35%), and Chennai (34%) during the strict lockdown period of the early 2020 as compared to the last five years. However, after the partial lockdown was lifted, tropospheric NO2 values bounced back and slightly increased over Karachi (6%) and Bremen (12%). For water turbidity, the rate of reduction was found to be the highest along the different coastal regions of the Mediterranean Sea and Black Sea (51%), West Atlantic Ocean (32%), East Atlantic Ocean (29%), and Indian Ocean (21%) from Apr to Jun 2020. The monthly comparison of overland-runoff in 2020 compared to 2019 across the different costal watersheds indicates that the observed decline in turbidity might have been due to the reduced deposition of atmospheric nitrogen. The findings of this study suggest that the recent decline in tropospheric NO2 and water turbidity might be associated with reduced emissions from fossil fuels and road transports followed by COVID-19 forced restrictions in the twenty-first century. The inferences made here highlight the hope of improving the global environmental quality by reducing greenhouse gas emissions using innovative periodic confinement measures on heavy transport and industries while securing public health and socioeconomics. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",2021,"Geomatics, Natural Hazards and Risk","12","1","2023-2047",NA,"10.1080/19475705.2021.1949396","Europe"
"76","Children's Eating Habits, Physical Activity, Sleep, and Media Usage before and during COVID-19 Pandemic in Poland","Łuszczki, E.; Bartosiewicz, A.; Pezdan-Śliż, I.; Kuchciak, M.; Jagielski, P.; Oleksy, Ł; Stolarczyk, A.; Dereń, K.","The COVID-19 pandemic has caused huge changes in people's lifestyle, health, and social relationships. This situation has had an impact on children and adolescents, affecting their health, intellectual, physical, and emotional development. The survey aimed to compare eating behaviors, level of physical activity (PA), hours of sleep, and screen time among Polish children and adolescents aged 6-15 years before and during the COVID-19 pandemic. We obtained self-reported data from 1016 participants at two measurement points before and during the COVID-19 lockdown in Poland to examine the influence of the lockdown and the distance learning on PA, dietary habits, sleep, and media usage of children and adolescents aged 6-15 years. The study identified dietary differences and changes in daily activity patterns (reduced sleep duration with higher sleep quality and reduced physical activity). Additionally, the increase in general media usage was observed during the pandemic alongside a reduction in smartphone usage. Together, the findings indicate increased sleep, physical activity, and reduced media usage and screen time among Polish children and adolescents during the COVID-19 pandemic.",2021,"Nutrients","13","7","",34371957,"10.3390/nu13072447","Europe"
"77","Consumers' Fears Regarding Food Availability and Purchasing Behaviors during the COVID-19 Pandemic: The Importance of Trust and Perceived Stress","Jeżewska-Zychowicz, M.; Plichta, M.; Królak, M.","The present study aimed to investigate whether trust in circulating information and perceived stress are predictors of consumers' fear of limited access to food as well as predictors of food purchase behaviors during the COVID-19 pandemic. The computer-assisted web interviewing (CAWI) technique was used to collect data from 1033 Polish adults in March 2020. Logistic regression was used to estimate the likelihood of fear of limited access to food and the likelihood of purchase of larger amounts of food than usual. The likelihood of experiencing fear of limited access to food increased by 16% with higher perceived stress, by 50% with higher trust in ""Mass media and friends"", and by 219% with perceived changes in food availability in the previous month. Trust in ""Polish government institutions"" decreased the chance of experiencing such fears by 22%. The likelihood of purchasing larger quantities of food than usual increased by 9% with higher perceived stress, by 46% with higher trust in ""Mass media and friends"", by 81% with perceived changes in food availability in the last month, and by 130% with fears of limited access to food as the pandemic spreads. Government institutions may have difficulty in disseminating pandemic-related recommendations through media, not only due to relatively low trust people have in media organizations but also due to the increasing likelihood of the occurrence of both fears regarding food availability and panic-stricken food-buying behaviors with increase in trust in this source of information. Therefore, it is necessary to develop interventions that will reduce perceived stress and improve the trust in information from reputable sources.",2020,"Nutrients","12","9","",32957585,"10.3390/nu12092852","Europe"
"78","Analysis of Changes in Shopping Habits and Causes of Food Waste among Consumers before and during the COVID-19 Pandemic in Poland","Nicewicz, R.; Bilska, B.","Food waste is a worldwide phenomenon that needs to be reduced. The causes of this problem vary widely. The study used the Computer-Assisted Web Interview method. There were 500 respondents from all over the country and among them 60% women and 40% men. The sample selection was purposeful. Before the pandemic began, the highest percentage of consumers shopped two to three times a week. As of March 2020, the frequency of this activity has decreased for every fourth respondent. Also during this period, an increase in the frequency of shopping alone was observed, as well as an increase in the number of people who outsource their shopping list to others. Nowadays, the vast majority of respondents usually create a shopping list before doing it and follow it. Before the pandemic, this was the case for only 46% of respondents, while during the pandemic it was the case for 81%. Exceeding the expiration date was the most common reason for throwing products in the trash before as well as during the pandemic. Over-shopping as a cause of food waste increased almost fourfold during the pandemic. A positive aspect is noticeable for the 'I don't throw food away' response. The percentage of respondents increased from 16% to 21%. During both survey periods, respondents most often indicated that they throw away fruits, vegetables, bread, and dairy products. During the COVID-19 pandemic, consumers' shopping behaviour changed. They attended grocery stores far less frequently, mostly on their own, and purchased larger quantities of products. Nonetheless, consumers planned their purchases and checked expiration dates before putting food in their shopping carts. Households were thus forced to respond quickly, adjusting their shopping behaviour. These behaviours have implications for the subsequent activities of retail merchants. © 2021 Robert Nicewicz et al., published by Sciendo.",2021,"Ochrona Srodowiska i Zasobow Naturalnych","32","3","8-19",NA,"10.2478/oszn-2021-0010","Europe"
"79","Food Preferences and Food Choice Determinants in a Polish Adolescents' COVID-19 Experience (PLACE-19) Study","Głąbska, D.; Skolmowska, D.; Guzek, D.","Food preferences are within the most important determinants of food choices; however, little is known about their complex associations, and no studies were conducted in the period of the COVID-19 pandemic. The aim of the study was to analyze the association between food preferences and food choice determinants in adolescents aged 15-20 years within the Polish Adolescents' COVID-19 Experience (PLACE-19) Study. The PLACE-19 Study included a random quota sampling conducted in the whole of Poland and covered a population-based sample of 2448 secondary school students. The food preferences were assessed using a validated Food Preference Questionnaire (FPQ), and the food choices were assessed using a validated Food Choice Questionnaire (FCQ). The statistical analysis comprised k-means clustering and linear regression adjusted for sex and age. Four homogenous clusters of respondents were defined based on the food choice motives-""healthy eaters"" (health as the most important determinant of food choices), ""hedonists"" (convenience, sensory appeal, and price as the most important determinants), ""indifferent consumers"" (low significance for all determinants), and ""demanding consumers"" (high significance for all determinants). The preferences for all food categories differed when comparing between clusters presenting various food choice determinants (p < 0.001). The ""healthy eaters"" were characterized by the highest preference for vegetables; the ""hedonists"" preferred meat/fish, dairy, and snacks; the ""demanding consumers"" had a high preference for all food categories, while ""indifferent consumers"" had a low preference for all food categories. All preference scores were positively associated with mood, convenience, sensory appeal, natural content, and price (p < 0.05). The results confirmed the association between food preferences and food choice determinants in adolescents, as well as allowed adolescents to be clustered into segments to define various needs and motives among the identified segments. For public health purposes, it may be crucial to educate ""hedonists,"" with a high preference for meat/fish, dairy and snacks, accompanied by convenience, sensory appeal, and price as the most important determinants of their food choices.",2021,"Nutrients","13","8","",34444648,"10.3390/nu13082491","Europe"
"80","Dietary and Lifestyle Changes During COVID-19 and the Subsequent Lockdowns among Polish Adults: A Cross-Sectional Online Survey PLifeCOVID-19 Study","Górnicka, M.; Drywień, M. E.; Zielinska, M. A.; Hamułka, J.","The present study aimed to identify patterns of dietary changes during the COVID-19 pandemic and their associations with sociodemographics, body mass index (BMI) before pandemic, and lifestyle changes in Polish adults and to examine the effects of lockdowns on dietary-lifestyle changes. This study used a cross-sectional online survey to collect data. The k-means algorithm was used to determine of patterns of dietary changes, and logistic regression analyses were performed. During the study period, 43% of respondents decreased physical activity (PA), 49%-increased screen time, and 34%-increased food consumption. Among the three dietary changes patterns, two opposite patterns were found: Prohealthy (28% participants) and Unhealthy (19% participants).The adherence to the Prohealthy pattern was negatively associated with age, but positively with being overweight (aOR 1.31) or obese before pandemic (aOR 1.64). Residing in a macroeconomic region with GDP > 100% decreased adherence to the Prohealthy (aOR 0.73) but increased adherence to the Unhealthy pattern (aOR 1.47). Adults over 40 years old, those living with children, unemployed, those living in a region with a higher GDP, and those not consuming homemade meals could be more exposed to unhealthy behaviors. From a public health perspective, enhancing the message ""to be active"" during the compulsory isolation period should be prioritized.",2020,"Nutrients","12","8","",32756458,"10.3390/nu12082324","Europe"
"81","Nutrition Behaviors in Polish Adults before and during COVID-19 Lockdown","Błaszczyk-Bębenek, E.; Jagielski, P.; Bolesławska, I.; Jagielska, A.; Nitsch-Osuch, A.; Kawalec, P.","Unexpected isolation, which has not yet been seen on a global scale, has created the conditions for evaluating nutrition in a situation of reduced spatial activity. The study aimed to assess the influence of lockdown on selected eating habits of Polish adults. An anonymous questionnaire was conducted, including questions about eating habits and self-reported anthropometric measurements, referring to ""before"" and ""during"" lockdown. We reported the findings of 312 adults (aged 41.12 ± 13.05 years). Overall, 64.1% of the participants were women, 77.7% urban inhabitants and 78.6% employed. The average length of social isolation was 50.79 ± 10.53 days. The majority (51.6%) of the respondents did not eat outside the house during lockdown (p < 0.0001). The number of meals eaten during the day during lockdown increased significantly, 11.2% of the respondents ate 5 and more meals (p < 0.0001). The percentage of people snacking between meals increased by 5.1% during lockdown (p = 0.0001). Eggs, potatoes, sweets, canned meat and alcohol were consumed considerably more commonly during lockdown, while fast-food products, instant soups and energy drinks were eaten or drunk significantly less frequently. A marked decrease in the number of daily servings of the following products was observed: bakery products, red meat, fast food, instant soups, sweet beverages and energy drinks. Conversely, the number of daily servings of sweets and canned meat significantly increased. Two thirds of the respondents reported body weight changes, with 45.86% of the participants being overweight during lockdown. Significant changes in the diet of Polish adults were found during lockdown due to COVID-19.",2020,"Nutrients","12","10","",33050404,"10.3390/nu12103084","Europe"
"82","Adherence to Mediterranean Diet and Selected Lifestyle Elements among Young Women with Type 1 Diabetes Mellitus from Northeast Poland: A Case-Control COVID-19 Survey","Grabia, M.; Puścion-Jakubik, A.; Markiewicz-Żukowska, R.; Bielecka, J.; Mielech, A.; Nowakowski, P.; Socha, K.","An appropriate balanced diet and dietary patterns are important at every stage of life, but in the case of young patients with type 1 diabetes mellitus (T1DM), it is especially crucial during the COVID-19 pandemic. The aim of the study was to assess health and nutritional behaviors, mainly adherence to the Mediterranean diet (MD), during the second wave of the COVID-19 pandemic in Poland among women with T1DM, and to compare them with a healthy population. This survey (based on a questionnaire) was conducted in December 2020 and included 219 young women, healthy (n = 106) and with T1DM (n = 113), from northeast Poland. Over 30% of the study group admitted that they did not engage in any physical activity. A large proportion declared that their screen time was 5-7 h a day (48% in control and 40% in T1DM group). High intakes of sweet-beverages, sweets and red meat, but also low intakes of olive oil, fish and nuts were observed. The vast majority of participants (60% vs. 71%) were moderately adherent to the Mediterranean Diet Adherence Screener (MEDAS). The study demonstrated that despite the similarity between the behaviors of healthy people and those with T1DM, negative health and nutritional practices, such as low physical activity, long screen time, medium and high levels of stress and inappropriate eating habits were observed.",2021,"Nutrients","13","4","",33918177,"10.3390/nu13041173","Europe"
"83","Dietary Habits before and during the COVID-19 Epidemic in Selected European Countries","Skotnicka, M.; Karwowska, K.; Kłobukowski, F.; Wasilewska, E.; Małgorzewicz, S.","During the so-called ""second wave of the pandemic"" in Europe, the authors conducted a cross-sectional online survey that aimed to examine changes in dietary habits and associated practices, as well as physical activity during the COVID-19 pandemic and before the onset of lockdowns in three European countries: Poland, Austria and the United Kingdom. METHODS: The online observational study, both prospective and retrospective, conducted with the use of social media for the distribution of an anonymous online questionnaire, was completed from 1 October to 30 October 2020, during the second wave of the pandemic in Europe. The study encompassed a total of 1071 adults from Poland (n = 407), Austria (n = 353) and the United Kingdom (n = 311). RESULTS: The results of this study indicate that the COVID-19 confinement period influenced eating behavior and the level of physical activity in a group of adult residents of Poland, Austria and the United Kingdom. The general shopping frequency decreased, regardless of the place and manner. However, there was an increased interest in online grocery shopping. The resulting data revealed an increased frequency of the daily consumption of food products such as dairy, grains, fats, vegetables and sweets (p < 0.05). A rise in the frequency of purchasing frozen goods and food with long shelf life has also been observed. The changed workplace and working conditions or unemployment probably affected a perceptible rise in alcohol consumption (p = 0.02). In turn, physical activity levels markedly decreased, which reflected the body mass changes. CONCLUSION: The dietary habits in the studied countries have changed as a result of the pandemic situation. They contribute to the aggravation of the problem of excess body weight and its health consequences.",2021,"Nutrients","13","5","",34065655,"10.3390/nu13051690","Europe"
"84","Changes in Eating Behaviour during SARS-CoV-2 Pandemic among the Inhabitants of Five European Countries","Górska, P.; Górna, I.; Miechowicz, I.; Przysławski, J.","Psychological factors and restrictions imposed due to the pandemic may influence eating behaviours and physical activity. With the above thesis in mind, questionnaire-based surveys were conducted amongst residents of five European countries: Poland, Italy, Spain, Portugal and Great Britain (England and Scotland). A specially devised, structured questionnaire was used to conduct anonymous internet surveys between 28 April and 16 July 2020. It contained questions pertaining to sociodemographic data, eating behaviours, the impact of the pandemic on the diet and physical activity. The questionnaire was made available to internet users in Poland, Italy, Spain, Great Britain (England and Scotland), and Portugal. The questionnaire was translated by native speakers into five languages: Polish, English, Spanish, Italian and Portuguese. Survey results were then analysed using StatSoft's Statistica v. 13 software and Cytel's StatXact v. 9.0.0. Age was the parameter that impacted changing eating behaviours to the largest extent during the pandemic. It was also found that during the pandemic, regular consumption of meals was most dependent on various factors. The negative impact of the pandemic within this scope was most profound amongst women, city residents regardless of gender and people over 35 years of age. A change in the frequency of consumption of selected product groups during the pandemic was also observed. Reduced consumption of meat and fish was identified. Especially among people under 35 living in Portugal, almost half-45.5% (p = 0.0210) declared lower consumption of meat, and more than half-54.5% (p = 0.011) reported lower consumption of fish. An analysis of the obtained results also showed an increase in the consumption of products with lower nutritional values, particularly amongst people under 35 years of age and also amongst residents of Great Britain (regardless of age). Moreover, the results showed that the pandemic may have had an impact on the weight reduction diet. A negative impact was declared by 16.5% of people, compared to 9.7% who said that the pandemic facilitated the use of the weight reduction diet (p = 0.006). The results of our survey also showed a decrease in the level of physical activity among people over 35 living in Poland (69.6%, p = 0.0497) and people living in Portuguese cities (72.73%, p = 0.0245). Our survey results showed that the impact of the pandemic on eating behaviours was particularly profound when it came to meal consumption regularity. Changes to the consumption of products with lower nutritional values, which may decrease immunity, have also been found during the pandemic. Our results showed that the problem associated with consuming products with lower nutritional values was particularly evident amongst people under 35. Considering the global character of SARS-CoV-2 transmission, further research is necessary to determine its impact on the diet, nutritional status and physical activity.",2021,"Foods","10","7","",34359494,"10.3390/foods10071624","Europe"
"85","Impact of Covid-19 on the dietary habits of the Portuguese population","Ferreira, I.","",2020,"European Food and Feed Law Review","15","4","370-372",NA,"","Europe"
"86","Are beliefs and attitudes about COVID-19 associated with self-perceived changes in food consumption? Results from a nationwide survey during lockdown","Martins, R.; Capitão, C.; Fialho, M.; Feteira-Santos, R.; Virgolino, A.; Santos, R. R.; Alarcão, V.; Silva, M.; Arriaga, M.; Graça, P.; Gregório, M. J.; Santos, O.","This study aimed to understand how beliefs and attitudes regarding COVID-19 are associated with self-perceived changes in food consumption during lockdown between March 19 and May 2, 2020. We conducted a cross-sectional study with a non-probabilistic weighted sample of the Portuguese population. Data were collected using an online survey and telephone interviews. The association between agreement with sentences about food and COVID-19 and perceived changes in food consumption were assessed by multinomial logistic regression models. Overall, 5858 citizens were included, with a mean age of 38.2 (17.3) years. Exclusive agreement with the belief ""SARS-CoV-2 can be transmitted by food"" (27.5%) was associated with decreased odds of perceived positive changes (e.g., increased consumption of fruit and vegetables). Agreement only with the attitudinal sentence ""I started to consume foods that may protect against COVID-19"" (11.9%) was associated with positive perceived consumption changes (e.g., increasing fruit and vegetables, and decreasing soft drinks and snacks). Cumulative agreement (with both sentences; 10.6%) was also associated with mostly positive food consumption changes. Specific beliefs and attitudes regarding COVID-19 and food are associated with self-perceived changes in food consumption. Longitudinal research is needed to understand how beliefs and/or attitudes about the role of food in infectious diseases act as determinants of eating behavior modification.",2022,"Appetite","168","","105681",34500013,"10.1016/j.appet.2021.105681","Europe"
